陕西移动IPV4,#genre#
牡丹区新闻综吿,http://sx.liuyun.wang:88/zb/iqilu.php?id=hzmdxw
牡丹区综艿,http://sx.liuyun.wang:88/zb/iqilu.php?id=hzmdzy
单县综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=hzsxzh
郓城新闻,http://sx.liuyun.wang:88/zb/iqilu.php?id=hzycxw
郓城综艺,http://sx.liuyun.wang:88/zb/iqilu.php?id=hzyczy
嘉祥综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=jijiazh
嘉祥生活,http://sx.liuyun.wang:88/zb/iqilu.php?id=jijiash
金乡综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=jijxzh
金乡生活,http://sx.liuyun.wang:88/zb/iqilu.php?id=jijxsh
梁山综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=jilszh
曲阜新闻综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=jiqfxw
任城新闻综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=jircxw
任城影视娱乐,http://sx.liuyun.wang:88/zb/iqilu.php?id=jircys
泗水新闻综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=jissxw
泗水文化生活,http://sx.liuyun.wang:88/zb/iqilu.php?id=jisswh
微山综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=jiws1
微山2奿,http://sx.liuyun.wang:88/zb/iqilu.php?id=jiws2
汶上综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=jiwszh
汶上生活,http://sx.liuyun.wang:88/zb/iqilu.php?id=jiwssh
鱼台新闻,http://sx.liuyun.wang:88/zb/iqilu.php?id=jiytxw
鱼台生活,http://sx.liuyun.wang:88/zb/iqilu.php?id=jiytsh
兖州新闻,http://sx.liuyun.wang:88/zb/iqilu.php?id=jiyzxw
兖州生活,http://sx.liuyun.wang:88/zb/iqilu.php?id=jiyzsh
邹城综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=jizczh
邹城文化生活,http://sx.liuyun.wang:88/zb/iqilu.php?id=jizcwh
茌平综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=lccpzh
茌平生活,http://sx.liuyun.wang:88/zb/iqilu.php?id=lccpsh
东昌综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=lcdczh
东阿综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=lcdezh
东阿综艺,http://sx.liuyun.wang:88/zb/iqilu.php?id=lcdezy
高唐综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=lcgtzh
高唐综艺,http://sx.liuyun.wang:88/zb/iqilu.php?id=lcgtzy
冠县综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=lcgxzh
临清综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=lclqzh
临清经济信息,http://sx.liuyun.wang:88/zb/iqilu.php?id=lclqjj
莘县综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=lcsxzh
莘县生活,http://sx.liuyun.wang:88/zb/iqilu.php?id=lcsxsh
阳谷综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=lcygzh
阳谷影视,http://sx.liuyun.wang:88/zb/iqilu.php?id=lcygys
临沂综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=lyzh
临沂公共,http://sx.liuyun.wang:88/zb/iqilu.php?id=lygg
临沂农科,http://sx.liuyun.wang:88/zb/iqilu.php?id=lynk
费县综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=lyfxzh
费县生活,http://sx.liuyun.wang:88/zb/iqilu.php?id=lyfxsh
河东影视,http://sx.liuyun.wang:88/zb/iqilu.php?id=lyhdys
河东综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=lyhdzh
莒南综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=lyjnzh
莒南影视,http://sx.liuyun.wang:88/zb/iqilu.php?id=lyjnys
兰陵综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=lyllzh
兰陵公共,http://sx.liuyun.wang:88/zb/iqilu.php?id=lyllgg
兰山综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=lylszh
临沭综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=lyls1
临沭生活,http://sx.liuyun.wang:88/zb/iqilu.php?id=lyls2
罗庄综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=lylzzh
罗庄影视,http://sx.liuyun.wang:88/zb/iqilu.php?id=lylzys
蒙阴综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=lymy1
蒙阴2奿,http://sx.liuyun.wang:88/zb/iqilu.php?id=lymy2
平邑综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=lypyzh
平邑生活,http://sx.liuyun.wang:88/zb/iqilu.php?id=lypysh
郯城综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=lytc1
郯城2奿,http://sx.liuyun.wang:88/zb/iqilu.php?id=lytc2
沂南综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=lyynzh
沂南红色影视,http://sx.liuyun.wang:88/zb/iqilu.php?id=lyynys
沂水综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=lyys1
沂水生活,http://sx.liuyun.wang:88/zb/iqilu.php?id=lyys2
莒县综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=rzjx1
莒县2奿,http://sx.liuyun.wang:88/zb/iqilu.php?id=rzjx2
岚山TV,http://sx.liuyun.wang:88/zb/iqilu.php?id=rzls
五莲综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=rzwlzh
五莲文化旅游,http://sx.liuyun.wang:88/zb/iqilu.php?id=rzwlwh
东平综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=tadpzh
东平民生,http://sx.liuyun.wang:88/zb/iqilu.php?id=tadpms
岱岳TV,http://sx.liuyun.wang:88/zb/iqilu.php?id=tady
肥城综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=tafczh
肥城生活,http://sx.liuyun.wang:88/zb/iqilu.php?id=tafcsh
宁阳综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=tany1
宁阳2奿,http://sx.liuyun.wang:88/zb/iqilu.php?id=tany2
泰山TV,http://sx.liuyun.wang:88/zb/iqilu.php?id=tats
新泰综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=taxtzh
新泰乡村,http://sx.liuyun.wang:88/zb/iqilu.php?id=taxtxc
威海新闻综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=whxwzh
威海都市生活,http://sx.liuyun.wang:88/zb/iqilu.php?id=whdssh
威海海洋,http://sx.liuyun.wang:88/zb/iqilu.php?id=whhy
威海环翠综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=whhczh
荣成综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=whrczh
荣成生活,http://sx.liuyun.wang:88/zb/iqilu.php?id=whrcsh
乳山综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=whrszh
乳山生活,http://sx.liuyun.wang:88/zb/iqilu.php?id=whrssh
文登TV1,http://sx.liuyun.wang:88/zb/iqilu.php?id=whwd1
文登TV2,http://sx.liuyun.wang:88/zb/iqilu.php?id=whwd2


吉林,#genre#
吉林卫视,http://sx.liuyun.wang:88/zb/jilin.php?id=jlws
吉林都市,http://sx.liuyun.wang:88/zb/jilin.php?id=jlds
吉林生活,http://sx.liuyun.wang:88/zb/jilin.php?id=jlsh
吉林影视,http://sx.liuyun.wang:88/zb/jilin.php?id=jlys
吉林公共,http://sx.liuyun.wang:88/zb/jilin.php?id=jlgg
吉林乡村频道,http://sx.liuyun.wang:88/zb/jilin.php?id=jlxc
吉林综艺文化,http://sx.liuyun.wang:88/zb/jilin.php?id=jlzy
吉林戏曲,http://sx.liuyun.wang:88/zb/jilin.php?id=jlxq

四川,#genre#
凉山彝语综合,http://live.goodiptv.club/api/sxg.php?id=yyzh_2000
攀枝花新闻,http://live.goodiptv.club/api/sxg.php?id=pzhytH265_4000
崇州综合,http://live.goodiptv.club/api/sxg.php?id=czyt_4000
达州导视,http://live.goodiptv.club/api/sxg.php?id=dzds_2000
达州文化,http://live.goodiptv.club/api/sxg.php?id=dzgg_2000
达州新闻,http://live.goodiptv.club/api/sxg.php?id=dzxwzh_2000
峨边综合,http://live.goodiptv.club/api/sxg.php?id=ebdst_2000
峨眉电影,http://live.goodiptv.club/api/sxg.php?id=emdygqH265_4000
峨眉综合,http://live.goodiptv.club/api/sxg.php?id=emsxw_2000
乐山文旅,http://live.goodiptv.club/api/sxg.php?id=lsggpd_4000
乐山新闻,http://live.goodiptv.club/api/sxg.php?id=lsxwzh_4000
乐至综合,http://live.goodiptv.club/api/sxg.php?id=lezhixwzh_4000
凉山新闻,http://live.goodiptv.club/api/sxg.php?id=lsxwHDH265_4000
隆昌综合,http://live.goodiptv.club/api/sxg.php?id=lcxw_2000
马边综合,http://live.goodiptv.club/api/sxg.php?id=mbxwzh_2000
文化旅游,http://live.goodiptv.club/api/sxg.php?id=SCTV-3-H265_4000
四川经济,http://live.goodiptv.club/api/sxg.php?id=SCTV-2-H265_4000
四川康定,http://live.goodiptv.club/api/sxg.php?id=gzkdxwzh_2000
四川科教,http://live.goodiptv.club/api/sxg.php?id=SCTV-ggSCTV-8_4000
四川利州,http://live.goodiptv.club/api/sxg.php?id=lzxwzh_2000
四川乡村,http://live.goodiptv.club/api/sxg.php?id=SCTV-kjSCTV-9-_4000
四川新闻,http://live.goodiptv.club/api/sxg.php?id=SCTV-4H265_4000
四川影视,http://live.goodiptv.club/api/sxg.php?id=SCTV-5-scysH265_4000
成都新闻综合HD,http://sx.liuyun.wang:88/zb/cd.php?id=cdxw
成都经济资讯HD,http://sx.liuyun.wang:88/zb/cd.php?id=cdjj
成都都市生活HD,http://sx.liuyun.wang:88/zb/cd.php?id=cdsh
成都影视文艺HD,http://sx.liuyun.wang:88/zb/cd.php?id=cdys
成都公共HD,http://sx.liuyun.wang:88/zb/cd.php?id=cdgg
成都少儿HD,http://sx.liuyun.wang:88/zb/cd.php?id=cdse
成都蓉城先锋HD,http://sx.liuyun.wang:88/zb/cd.php?id=cdrc
成华有线,http://sx.liuyun.wang:88/zb/cd.php?id=chyx
崇州电视1奿,http://sx.liuyun.wang:88/zb/cd.php?id=cztv
都江堰电视台,http://sx.liuyun.wang:88/zb/cd.php?id=djytv
大邑综合,http://sx.liuyun.wang:88/zb/cd.php?id=dyxwzh
高新电视叿,http://sx.liuyun.wang:88/zb/cd.php?id=gxtv
锦江电视叿,http://sx.liuyun.wang:88/zb/cd.php?id=jjtv
金牛电视叿,http://sx.liuyun.wang:88/zb/cd.php?id=jntv
金堂电视叿,http://sx.liuyun.wang:88/zb/cd.php?id=jttv
简阳新闻综吿,http://sx.liuyun.wang:88/zb/cd.php?id=jyxwzh
龙泉综合,http://sx.liuyun.wang:88/zb/cd.php?id=lqzh
郫都新闻综合,http://sx.liuyun.wang:88/zb/cd.php?id=pdxwzh
蒲江电视叿,http://sx.liuyun.wang:88/zb/cd.php?id=pjtv
彭州电视叿,http://sx.liuyun.wang:88/zb/cd.php?id=pztv
青白江电视台,http://sx.liuyun.wang:88/zb/cd.php?id=qbjtv
邛崃电视叿,http://sx.liuyun.wang:88/zb/cd.php?id=qltv
青羊电视叿,http://sx.liuyun.wang:88/zb/cd.php?id=qytv
双流综合,http://sx.liuyun.wang:88/zb/cd.php?id=slzh
武侯电视叿,http://sx.liuyun.wang:88/zb/cd.php?id=whtv
温江电视叿,http://sx.liuyun.wang:88/zb/cd.php?id=wjtv
新都电视叿,http://sx.liuyun.wang:88/zb/cd.php?id=xdzh
新津电视叿,http://sx.liuyun.wang:88/zb/cd.php?id=xjtv

贵州,#genre#
贵州卫视,http://sx.liuyun.wang:88/zb/gz.php?id=gzws
贵州公共,http://sx.liuyun.wang:88/zb/gz.php?id=gzgg
贵州影视,http://sx.liuyun.wang:88/zb/gz.php?id=gzwy
贵州生活,http://sx.liuyun.wang:88/zb/gz.php?id=gzsh
贵州法制,http://sx.liuyun.wang:88/zb/gz.php?id=gzfz
贵州科教,http://sx.liuyun.wang:88/zb/gz.php?id=gzkj
贵州经济,http://sx.liuyun.wang:88/zb/gz.php?id=gzjj

广东,#genre#
广东综艺4K,http://sx.liuyun.wang:88/zb/gudou.php?id=gdzy4k
广东珠江,http://sx.liuyun.wang:88/zb/gudou.php?id=gdzj
广东民生,http://sx.liuyun.wang:88/zb/gudou.php?id=gdms
广东新闻,http://sx.liuyun.wang:88/zb/gudou.php?id=gdxw
广东体育,http://sx.liuyun.wang:88/zb/gudou.php?id=gdty
广东体育HD,http://sx.liuyun.wang:88/zb/gudou.php?id=gdtyhd
广东经济科教,http://sx.liuyun.wang:88/zb/gudou.php?id=gdjjkj
广东经济科教HD,http://sx.liuyun.wang:88/zb/gudou.php?id=gdjjkjhd
广东影视,http://sx.liuyun.wang:88/zb/gudou.php?id=gdys
广东少儿,http://sx.liuyun.wang:88/zb/gudou.php?id=gdse
岭南戏曲,http://sx.liuyun.wang:88/zb/gudou.php?id=lnxq
嘉佳卡逿,http://sx.liuyun.wang:88/zb/gudou.php?id=jjkt
广东导视,http://sx.liuyun.wang:88/zb/gudou.php?id=gdds
广州综合,http://sx.liuyun.wang:88/zb/gudou.php?id=gzzh
广州新闻,http://sx.liuyun.wang:88/zb/gudou.php?id=gzxw
广州法治,http://sx.liuyun.wang:88/zb/gudou.php?id=gzfz
广州竞赛,http://sx.liuyun.wang:88/zb/gudou.php?id=gzjs
广州影视,http://sx.liuyun.wang:88/zb/gudou.php?id=gzys
增城电视叿,http://sx.liuyun.wang:88/zb/gudou.php?id=zctv
潮州综合,http://sx.liuyun.wang:88/zb/gudou.php?id=czzh
潮州民生,http://sx.liuyun.wang:88/zb/gudou.php?id=czms
潮安综合,http://sx.liuyun.wang:88/zb/gudou.php?id=cazh
饶平综合HD,http://sx.liuyun.wang:88/zb/gudou.php?id=rpzh
佛山综合,http://sx.liuyun.wang:88/zb/gudou.php?id=fszh
佛山综合HD,http://sx.liuyun.wang:88/zb/gudou.php?id=fszhhd
佛山公共,http://sx.liuyun.wang:88/zb/gudou.php?id=fsgg
佛山公共HD,http://sx.liuyun.wang:88/zb/gudou.php?id=fsgghd
佛山影视,http://sx.liuyun.wang:88/zb/gudou.php?id=fsys
顺德叿,http://sx.liuyun.wang:88/zb/gudou.php?id=fssd
南海叿,http://sx.liuyun.wang:88/zb/gudou.php?id=fsnh
东莞新闻综合,http://sx.liuyun.wang:88/zb/gudou.php?id=dg1
东莞新闻综合HD,http://sx.liuyun.wang:88/zb/gudou.php?id=dg1hd
东莞生活资讯,http://sx.liuyun.wang:88/zb/gudou.php?id=dg2
东莞生活资讯,http://sx.liuyun.wang:88/zb/gudou.php?id=dg2hd
河源综合,http://sx.liuyun.wang:88/zb/gudou.php?id=hy1
河源综合HD,http://sx.liuyun.wang:88/zb/gudou.php?id=hy1hd
河源公共,http://sx.liuyun.wang:88/zb/gudou.php?id=hy2
惠州一奿,http://sx.liuyun.wang:88/zb/gudou.php?id=hz1
惠州一套HD,http://sx.liuyun.wang:88/zb/gudou.php?id=hz1hd
惠州二套,http://sx.liuyun.wang:88/zb/gudou.php?id=hz2
惠州二套HDHD,http://sx.liuyun.wang:88/zb/gudou.php?id=hz2hd
博罗综合,http://sx.liuyun.wang:88/zb/gudou.php?id=blzh
博罗综合,http://sx.liuyun.wang:88/zb/gudou.php?id=blzhb
博罗综合HD,http://sx.liuyun.wang:88/zb/gudou.php?id=blzhhd
惠东综合HD,http://sx.liuyun.wang:88/zb/gudou.php?id=hdzh
惠阳综合,http://sx.liuyun.wang:88/zb/gudou.php?id=hyzh
江门综合,http://sx.liuyun.wang:88/zb/gudou.php?id=jmzh
江门综合HD,http://sx.liuyun.wang:88/zb/gudou.php?id=jmzhhd
江门侨乡生活,http://sx.liuyun.wang:88/zb/gudou.php?id=jmqxsh
鹤山综合,http://sx.liuyun.wang:88/zb/gudou.php?id=hszh
新会综合,http://sx.liuyun.wang:88/zb/gudou.php?id=xhzh
揭阳综合,http://sx.liuyun.wang:88/zb/gudou.php?id=jyzh
揭阳综合HD,http://sx.liuyun.wang:88/zb/gudou.php?id=jyzhhd
揭阳生活,http://sx.liuyun.wang:88/zb/gudou.php?id=jysh
揭阳生活HD,http://sx.liuyun.wang:88/zb/gudou.php?id=jyshhd
揭东综合,http://sx.liuyun.wang:88/zb/gudou.php?id=jdzh
茂名综合,http://sx.liuyun.wang:88/zb/gudou.php?id=mmzh
茂名文化生活,http://sx.liuyun.wang:88/zb/gudou.php?id=mmwhsh
茂名文化生活2,http://sx.liuyun.wang:88/zb/gudou.php?id=mmwhsh2
化州综合,http://sx.liuyun.wang:88/zb/gudou.php?id=hzzh
信宜综合,http://sx.liuyun.wang:88/zb/gudou.php?id=xyzh
梅州1,http://sx.liuyun.wang:88/zb/gudou.php?id=mz1
梅州2,http://sx.liuyun.wang:88/zb/gudou.php?id=mz2
梅州导视,http://sx.liuyun.wang:88/zb/gudou.php?id=mzds
梅县综合,http://sx.liuyun.wang:88/zb/gudou.php?id=mxzh
平远-1,http://sx.liuyun.wang:88/zb/gudou.php?id=py1
五华综合,http://sx.liuyun.wang:88/zb/gudou.php?id=whzh
兴宁综合,http://sx.liuyun.wang:88/zb/gudou.php?id=xnzh
清远新闻综合,http://sx.liuyun.wang:88/zb/gudou.php?id=qyxwzh
清远新闻综合HD,http://sx.liuyun.wang:88/zb/gudou.php?id=qyxwzhhd
清远文旅生活,http://sx.liuyun.wang:88/zb/gudou.php?id=qywlsh
清远文旅生活HD,http://sx.liuyun.wang:88/zb/gudou.php?id=qywlshhd
佛冈综合,http://sx.liuyun.wang:88/zb/gudou.php?id=fgzh
英德综合,http://sx.liuyun.wang:88/zb/gudou.php?id=ydzh
汕头新闻综合,http://sx.liuyun.wang:88/zb/gudou.php?id=stxwzh
汕头新闻综合2,http://sx.liuyun.wang:88/zb/gudou.php?id=stxwzh2
汕头经济生活,http://sx.liuyun.wang:88/zb/gudou.php?id=stjjsh
汕头经济生活2,http://sx.liuyun.wang:88/zb/gudou.php?id=stjjsh2
汕头文旅体育,http://sx.liuyun.wang:88/zb/gudou.php?id=stwlty
汕头文旅体育2,http://sx.liuyun.wang:88/zb/gudou.php?id=stwlty2
汕尾新闻综合,http://sx.liuyun.wang:88/zb/gudou.php?id=swxwzh
汕尾文化生活,http://sx.liuyun.wang:88/zb/gudou.php?id=swwhsh
海丰综合,http://sx.liuyun.wang:88/zb/gudou.php?id=hfzh
韶关综合,http://sx.liuyun.wang:88/zb/gudou.php?id=sgzh
韶关绿色生活,http://sx.liuyun.wang:88/zb/gudou.php?id=sglssh
始兴综合,http://sx.liuyun.wang:88/zb/gudou.php?id=sgsx
云浮综合,http://sx.liuyun.wang:88/zb/gudou.php?id=yfzh
云浮文旅,http://sx.liuyun.wang:88/zb/gudou.php?id=yfwl
珠海一奿,http://sx.liuyun.wang:88/zb/gudou.php?id=zh1
珠海一套HD,http://sx.liuyun.wang:88/zb/gudou.php?id=zh1hd
珠海二套,http://sx.liuyun.wang:88/zb/gudou.php?id=zh2
珠海二套HD,http://sx.liuyun.wang:88/zb/gudou.php?id=zh2hd
斗门融媒,http://sx.liuyun.wang:88/zb/gudou.php?id=dmrm
湛江综合,http://sx.liuyun.wang:88/zb/gudou.php?id=zjzh
湛江公共,http://sx.liuyun.wang:88/zb/gudou.php?id=zjgg
廉江综合,http://sx.liuyun.wang:88/zb/gudou.php?id=ljzh
肇庆综合,http://sx.liuyun.wang:88/zb/gudou.php?id=zqzh
肇庆生活服务,http://sx.liuyun.wang:88/zb/gudou.php?id=zqshfw
怀集综吿,http://sx.liuyun.wang:88/zb/gudou.php?id=hjzh
中山综合,http://sx.liuyun.wang:88/zb/gudou.php?id=zszh
中山综合HD,http://sx.liuyun.wang:88/zb/gudou.php?id=zszhhd
中山香山文化,http://sx.liuyun.wang:88/zb/gudou.php?id=zsxswh
中山香山文化HD,http://sx.liuyun.wang:88/zb/gudou.php?id=zsxswhhd
中山教育,http://sx.liuyun.wang:88/zb/gudou.php?id=zsjy

汕头综合,http://sx.liuyun.wang:88/zb/gdst.php?id=lKGXIQa
汕头经济生活,http://sx.liuyun.wang:88/zb/gdst.php?id=7xjJK9d
汕头文旅体育,http://sx.liuyun.wang:88/zb/gdst.php?id=G7Kql7a

浙江,#genre#
杭州萧山综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan3/720p.m3u8
杭州余杭平安,http://l.cztvcloud.com/channels/lantian/SXyuhang2/720p.m3u8
杭州余杭未来,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8
杭州余杭综合,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8
苍南新闻综合,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8
常山新闻综合,https://hlsv2.quklive.com/zb/1621306190044902/index.m3u8
德清文化生活,http://live.yingxi.tv/channel2/sd/live.m3u8
德清新闻综合,http://live.yingxi.tv/channel1/sd/live.m3u8
洞头综合频道,http://l.cztvcloud.com/channels/lantian/SXdongtou1/720p.m3u8
江山电视叿,http://play-sh.quklive.com/zb/1623117710666335.m3u8
金华东阳影视,http://204.11.235.251:1935/live_transcoder/ngrp:mohabat.stream_all/playlist.m3u8
金华东阳综合,http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
金华兰溪综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8
金华武义综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8
丽水缙云综合,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
丽水龙泉综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
丽水青田综合,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
丽水庆元综合,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
丽水松阳综合,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
丽水遂昌综合,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8
丽水云和综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
龙游生活娱乐,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
宁波象山综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
宁波余姚生活,http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
宁波余姚姚江,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8
宁波余姚综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
磐安文化生活,http://hlsv2.quklive.com/zb/1626401163709056/index.m3u8
磐安新闻综合,http://hlsv2.quklive.com/zb/1626400915947070/index.m3u8
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8
普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
衢州开化综吿,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8
衢州龙游生活,https://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
衢州龙游综合,https://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
衢州衢江综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
上虞新商郿,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8
绍兴公共,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
绍兴文化影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
绍兴上虞影视,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
绍兴上虞综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
绍兴嵊州综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
天台和合频道,http://hlsv2.quklive.com/zb/1617072208961931/index.m3u8
温州永嘉综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8
文成二套,http://l.cztvcloud.com/channels/lantian/SXwencheng2/720p.m3u8
文成综合,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
永康华溪频道,http://hlsv2.quklive.com/zb/1625062755227231/index.m3u8
永康新闻综合,http://hlsv2.quklive.com/zb/1625061424267104/index.m3u8
舟山嵊泗综合,http://l.cztvcloud.com/channels/lantian/SXshengsi1/720p.m3u8
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8?zzhed
绍兴文化影院,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8?zzhed
武义新闻综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8?zzhed
永康新闻综合,http://hlsv2.quklive.com/zb/1625061424267104/index.m3u8?zzhed
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed
余杭综合频道,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8?zzhed
余杭未来E频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed
余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8?zzhed
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
嵊州新闻综合,https://hlsv2.quklive.com/zb/1626935015913208/index.m3u8?zzhed
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
上虞新商郿,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed
兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed
宁波鄞州一奿,http://pili-publish.yzxw.newaircloud.com/newaircloud-yzxw/yzxw_20190925090843.m3u8

少儿频道,#genre#
卡酷少儿,http://222.71.90.218:8888/newlive/zb/hls/50/live.m3u8
哈哈炫动,http://222.71.90.218:8888/newlive/zb/hls/52/live.m3u8
黑莓动画,http://zteres.sn.chinamobile.com:6060/000000001000/1000000004000021734/index.m3u8?channel-id=ystenlive&Contentid=1000000004000021734&livemode=1&stbId=3
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/720p.m3u8
熊大过年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7ae265653fe149069c3b53e31caaf060/1200.m3u8
倒霉特熊,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/87f87ba569c147e3805f80e4844d2de9/1200.m3u8
